"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
3907,1403707547000,"Riding","25C","22C","78%","109.499V","0","-1","11","37C","18C","0",,,,,,
3908,1403707550000,"Riding","25C","22C","78%","109.499V","0","-1","11","36C","18C","0",,,,,,
3909,1403707553000,"Riding","25C","22C","78%","109.498V","0","0","11","36C","18C","0",,,,,,
3910,1403707556000,"Riding","25C","22C","78%","109.499V","0","-1","11","37C","18C","0",,,,,,
3911,1403707559000,"Riding","25C","22C","78%","109.498V","0","0","11","36C","18C","0",,,,,,
3912,1403707562000,"Riding","25C","22C","78%","109.500V","0","0","11","36C","18C","3",,,,,,
3913,1403707565000,"Riding","25C","22C","78%","109.499V","0","0","11","36C","18C","0",,,,,,
3914,1403707568000,"Riding","25C","22C","78%","109.497V","0","0","11","36C","18C","0",,,,,,
3915,1403707571000,"Riding","25C","22C","78%","109.496V","0","0","11","36C","18C","0",,,,,,
3916,1403707574000,"Riding","25C","22C","78%","109.502V","0","0","11","36C","18C","0",,,,,,
3917,1403707577000,"Riding","25C","22C","78%","109.498V","0","0","11","36C","18C","0",,,,,,
3918,1403707580000,"Riding","25C","22C","78%","109.502V","0","0","11","36C","18C","0",,,,,,
3919,1403707583000,"Riding","25C","22C","78%","109.501V","0","0","11","36C","18C","0",,,,,,
3920,1403707586000,"Riding","25C","22C","78%","109.497V","0","-1","11","36C","18C","0",,,,,,
3921,1403707589000,"Riding","25C","22C","78%","109.504V","0","0","11","35C","18C","0",,,,,,
3922,1403707592000,"Riding","25C","22C","78%","109.499V","0","-1","11","36C","18C","0",,,,,,
3923,1403707595000,"Riding","25C","22C","78%","109.485V","46","0","11","35C","18C","0",,,,,,
3924,1403707598000,"Riding","25C","22C","78%","109.449V","58","0","11","35C","18C","55",,,,,,
3925,1403707601000,"Riding","25C","22C","78%","109.425V","83","1","11","35C","19C","67",,,,,,
3926,1403707604000,"Riding","25C","22C","78%","109.467V","5","0","11","35C","19C","18",,,,,,
3927,1403707607000,"Riding","25C","22C","78%","109.479V","0","0","11","35C","19C","0",,,,,,
3928,1403707610000,"Riding","25C","22C","78%","109.482V","0","0","11","35C","19C","0",,,,,,
3929,1403707613000,"Riding","25C","22C","78%","109.485V","0","-1","11","35C","19C","0",,,,,,
3930,1403707616000,"Riding","25C","22C","78%","109.486V","0","0","11","35C","19C","0",,,,,,
3931,1403707619000,"Riding","25C","22C","78%","109.467V","62","0","11","35C","19C","5",,,,,,
3932,1403707622000,"Riding","25C","22C","78%","109.484V","0","0","11","36C","19C","0",,,,,,
3933,1403707625000,"Riding","25C","22C","78%","109.491V","0","0","11","36C","19C","0",,,,,,
3934,1403707628000,"Riding","25C","22C","78%","109.487V","0","0","11","36C","19C","0",,,,,,
3935,1403707631000,"Riding","25C","22C","78%","109.398V","102","1","11","35C","19C","89",,,,,,
3936,1403707634000,"Riding","25C","22C","78%","109.388V","93","1","11","35C","19C","89",,,,,,
3937,1403707637000,"Riding","25C","22C","78%","109.473V","0","0","11","36C","19C","0",,,,,,
3938,1403707640000,"Riding","25C","22C","78%","109.476V","0","0","11","36C","19C","0",,,,,,
3939,1403707643000,"Riding","25C","22C","78%","109.479V","0","0","11","35C","19C","0",,,,,,
3940,1403707646000,"Riding","25C","22C","78%","109.479V","0","-1","11","35C","19C","0",,,,,,
3941,1403707649000,"Riding","25C","22C","78%","109.479V","0","0","11","36C","19C","0",,,,,,
3942,1403707652000,"Riding","25C","22C","78%","109.482V","0","0","11","36C","19C","0",,,,,,
3943,1403707655000,"Riding","25C","22C","78%","109.482V","0","0","11","35C","19C","0",,,,,,
3944,1403707658000,"Riding","25C","22C","78%","109.488V","0","0","11","35C","19C","0",,,,,,
3945,1403707661000,"Riding","25C","22C","78%","109.484V","0","0","11","35C","19C","0",,,,,,
3946,1403707664000,"Riding","25C","22C","78%","109.483V","0","-1","11","36C","19C","0",,,,,,
3947,1403707667000,"Riding","24C","22C","78%","109.486V","0","-1","11","35C","18C","0",,,,,,
3948,1403707670000,"Riding","25C","22C","78%","109.487V","0","-1","11","35C","18C","0",,,,,,
3949,1403707673000,"Riding","24C","22C","78%","109.477V","0","0","11","35C","18C","15",,,,,,
3950,1403707676000,"Riding","25C","22C","78%","109.484V","0","-1","11","35C","18C","0",,,,,,
3951,1403707679000,"Riding","25C","22C","78%","109.400V","93","1","11","35C","19C","81",,,,,,
3952,1403707682000,"Riding","25C","22C","78%","109.381V","112","1","11","35C","19C","73",,,,,,
3953,1403707685000,"Riding","24C","22C","78%","109.469V","0","-1","11","35C","19C","0",,,,,,
3954,1403707688000,"Riding","25C","22C","78%","109.474V","0","0","11","35C","19C","0",,,,,,
3955,1403707691000,"Riding","24C","22C","78%","109.473V","0","-1","11","35C","19C","0",,,,,,
3956,1403707694000,"Riding","25C","22C","78%","109.481V","0","0","11","35C","19C","0",,,,,,
3957,1403707697000,"Riding","24C","22C","78%","109.477V","0","0","11","35C","19C","0",,,,,,
3958,1403707700000,"Riding","25C","22C","78%","109.480V","0","-1","11","35C","19C","0",,,,,,
3959,1403707703000,"Riding","24C","22C","78%","109.476V","0","0","11","35C","19C","0",,,,,,
3960,1403707706000,"Riding","25C","22C","78%","109.481V","0","0","11","35C","19C","0",,,,,,
3961,1403707709000,"Riding","24C","22C","78%","109.480V","0","0","11","35C","19C","0",,,,,,
3962,1403707712000,"Riding","24C","22C","78%","109.431V","82","1","11","34C","19C","35",,,,,,
3963,1403707715000,"Riding","24C","22C","78%","109.363V","100","1","11","34C","19C","103",,,,,,
3964,1403707718000,"Riding","24C","22C","78%","109.450V","0","0","11","34C","19C","5",,,,,,
3965,1403707721000,"Riding","24C","22C","78%","109.460V","0","0","11","35C","19C","0",,,,,,
3966,1403707725000,"Riding","24C","22C","78%","109.465V","0","0","11","35C","19C","0",,,,,,
3967,1403707728000,"Riding","24C","22C","78%","109.469V","0","0","11","35C","19C","0",,,,,,
3968,1403707731000,"Riding","24C","22C","78%","109.469V","0","0","11","35C","19C","0",,,,,,
3969,1403707734000,"Riding","24C","22C","78%","109.472V","0","-1","11","35C","19C","0",,,,,,
3970,1403707737000,"Riding","25C","22C","78%","109.469V","0","0","11","35C","19C","0",,,,,,
3971,1403707740000,"Riding","24C","22C","78%","109.475V","0","0","11","35C","19C","0",,,,,,
3972,1403707743000,"Riding","25C","22C","78%","109.474V","0","0","11","35C","19C","0",,,,,,
3973,1403707746000,"Riding","24C","22C","78%","109.476V","0","-1","11","35C","19C","0",,,,,,
3974,1403707749000,"Riding","24C","22C","78%","109.433V","107","0","11","35C","19C","9",,,,,,
3975,1403707752000,"Riding","24C","22C","78%","109.416V","73","0","11","34C","19C","60",,,,,,
3976,1403707755000,"Riding","24C","22C","78%","109.414V","72","1","11","34C","19C","48",,,,,,
3977,1403707758000,"Riding","24C","22C","78%","109.462V","0","0","11","34C","19C","0",,,,,,
3978,1403707761000,"Riding","24C","22C","78%","109.462V","0","0","11","35C","19C","0",,,,,,
3979,1403707764000,"Riding","24C","22C","78%","109.466V","0","0","11","35C","19C","0",,,,,,
3980,1403707767000,"Riding","24C","22C","78%","109.467V","0","0","11","35C","19C","0",,,,,,
3981,1403707770000,"Riding","24C","22C","78%","109.469V","0","-1","11","35C","19C","0",,,,,,
3982,1403707773000,"Riding","24C","22C","78%","109.467V","0","0","11","35C","19C","0",,,,,,
3983,1403707776000,"Riding","24C","22C","78%","109.473V","0","-1","11","34C","19C","0",,,,,,
3984,1403707779000,"Riding","24C","22C","78%","109.471V","0","-1","11","34C","19C","0",,,,,,
3985,1403707782000,"Riding","24C","22C","78%","109.469V","0","0","11","34C","18C","0",,,,,,
3986,1403707785000,"Riding","24C","22C","78%","109.473V","0","-1","11","34C","18C","0",,,,,,
3987,1403707788000,"Riding","24C","22C","78%","109.471V","0","0","11","34C","18C","0",,,,,,
3988,1403707791000,"Riding","24C","22C","78%","109.475V","0","0","11","34C","18C","0",,,,,,
3989,1403707794000,"Riding","24C","22C","78%","109.477V","0","0","11","34C","18C","0",,,,,,
3990,1403707797000,"Riding","24C","22C","78%","109.475V","0","0","11","34C","18C","0",,,,,,
3991,1403707800000,"Riding","24C","22C","78%","109.477V","0","0","11","34C","18C","0",,,,,,
3992,1403707803000,"Riding","24C","22C","78%","109.475V","0","-1","11","34C","18C","0",,,,,,
3993,1403707806000,"Riding","24C","22C","78%","109.475V","0","0","11","34C","18C","0",,,,,,
3994,1403707809000,"Riding","24C","22C","78%","109.396V","90","1","11","34C","18C","81",,,,,,
3995,1403707812000,"Riding","24C","22C","78%","109.459V","0","-1","11","34C","18C","0",,,,,,
3996,1403707815000,"Riding","24C","22C","78%","109.467V","0","0","11","34C","18C","0",,,,,,
3997,1403707818000,"Riding","24C","22C","78%","109.466V","0","0","11","34C","19C","0",,,,,,
3998,1403707821000,"Riding","24C","22C","78%","109.470V","0","0","11","34C","18C","0",,,,,,
3999,1403707824000,"Riding","24C","22C","78%","109.473V","0","0","11","34C","18C","0",,,,,,
4000,1403707827000,"Riding","24C","22C","78%","109.469V","0","0","11","34C","18C","0",,,,,,
4001,1403707830000,"Riding","24C","22C","78%","109.470V","0","0","11","34C","18C","0",,,,,,
4002,1403707833000,"Riding","24C","22C","78%","109.472V","0","0","11","34C","18C","0",,,,,,
4003,1403707836000,"Riding","24C","22C","78%","109.476V","0","0","11","34C","18C","0",,,,,,
4004,1403707839000,"Riding","24C","22C","78%","109.475V","0","-1","11","34C","18C","0",,,,,,
4005,1403707842000,"Riding","24C","22C","78%","109.473V","0","0","11","33C","18C","0",,,,,,
4006,1403707845000,"Riding","24C","22C","78%","109.472V","0","0","11","33C","18C","0",,,,,,
4007,1403707848000,"Riding","24C","22C","78%","109.473V","0","0","11","33C","18C","0",,,,,,
4008,1403707851000,"Riding","24C","22C","78%","109.474V","0","0","11","33C","18C","0",,,,,,
4009,1403707854000,"Riding","24C","22C","78%","109.363V","139","2","11","33C","18C","58",,,,,,
4010,1403707857000,"Riding","24C","22C","78%","109.448V","0","0","11","33C","18C","60",,,,,,
4011,1403707860000,"Riding","24C","22C","78%","109.461V","0","0","11","34C","18C","0",,,,,,
4012,1403707863000,"Riding","24C","22C","78%","109.464V","0","0","11","34C","18C","0",,,,,,
4013,1403707866000,"Riding","24C","22C","78%","109.467V","0","0","11","34C","18C","0",,,,,,
4014,1403707869000,"Riding","24C","22C","78%","109.466V","0","-1","11","34C","18C","0",,,,,,
4015,1403707872000,"Riding","24C","22C","78%","109.467V","0","0","11","34C","18C","0",,,,,,
4016,1403707875000,"Riding","24C","22C","78%","109.468V","0","0","11","34C","18C","0",,,,,,
4017,1403707878000,"Riding","24C","22C","78%","107.699V","419","42","11","33C","18C","515",,,,,,
4018,1403707881000,"Riding","24C","22C","78%","103.821V","419","129","11","34C","19C","1896",,,,,,
4019,1403707884000,"Riding","24C","22C","78%","104.295V","159","96","11","36C","21C","3087",,,,,,
4020,1403707887000,"Riding","24C","22C","78%","101.899V","419","175","11","40C","24C","2681",,,,,,
4021,1403707890000,"Riding","24C","22C","78%","97.653V","387","264","11","41C","26C","3645",,,,,,
4022,1403707893000,"Riding","24C","22C","78%","106.609V","0","8","11","44C","28C","3656",,,,,,
4023,1403707896000,"Riding","25C","22C","78%","107.285V","0","1","11","46C","29C","1544",,,,,,
4024,1403707899000,"Riding","25C","22C","78%","104.928V","235","61","11","47C","30C","1757",,,,,,
4025,1403707902000,"Riding","25C","22C","78%","99.868V","419","191","11","47C","30C","2825",,,,,,
4026,1403707905000,"Riding","25C","23C","78%","95.924V","329","277","11","48C","30C","4110",,,,,,
4027,1403707908000,"Riding","25C","23C","78%","101.287V","108","109","11","51C","32C","4595",,,,,,
4028,1403707911000,"Riding","26C","23C","78%","100.621V","189","131","11","54C","34C","4117",,,,,,
4029,1403707914000,"Riding","26C","23C","78%","106.004V","0","1","11","54C","35C","2890",,,,,,
4030,1403707917000,"Riding","26C","23C","78%","99.668V","419","169","11","53C","35C","2643",,,,,,
4031,1403707920000,"Riding","26C","23C","76%","95.610V","366","257","11","54C","34C","3785",,,,,,
4032,1403707923000,"Riding","27C","23C","76%","101.349V","154","109","11","56C","35C","4233",,,,,,
4033,1403707926000,"Riding","27C","24C","73%","95.686V","238","227","11","56C","37C","4667",,,,,,
4034,1403707929000,"Riding","28C","24C","73%","98.250V","175","152","11","59C","38C","4686",,,,,,
4035,1403707932000,"Riding","28C","24C","73%","101.020V","79","69","11","60C","39C","4691",,,,,,
4036,1403707935000,"Riding","28C","24C","73%","104.482V","0","0","11","62C","40C","3336",,,,,,
4037,1403707938000,"Riding","28C","24C","73%","104.955V","0","0","11","61C","39C","1629",,,,,,
4038,1403707941000,"Riding","29C","24C","73%","100.920V","419","112","11","60C","38C","1773",,,,,,
4039,1403707944000,"Riding","29C","24C","73%","97.794V","419","197","11","60C","38C","2872",,,,,,
4040,1403707947000,"Riding","29C","24C","73%","98.676V","284","162","11","62C","39C","3530",,,,,,
4041,1403707950000,"Riding","29C","25C","73%","102.366V","161","67","11","64C","40C","2951",,,,,,
4042,1403707953000,"Riding","29C","25C","73%","95.597V","394","245","11","63C","40C","3497",,,,,,
4043,1403707956000,"Riding","29C","25C","73%","93.676V","301","258","11","64C","41C","4319",,,,,,
4044,1403707959000,"Riding","30C","25C","73%","92.806V","259","261","11","66C","43C","4798",,,,,,
4046,1403707962000,"Riding","30C","25C","73%","102.639V","0","8","11","69C","45C","4056",,,,,,
4048,1403707965000,"Riding","31C","26C","73%","103.416V","0","4","11","70C","46C","3007",,,,,,
4050,1403707968000,"Riding","31C","26C","73%","103.871V","0","4","11","70C","46C","1537",,,,,,
4052,1403707971000,"Riding","31C","26C","73%","100.958V","419","90","11","69C","44C","1391",,,,,,
4054,1403707974000,"Riding","31C","26C","73%","97.754V","419","177","11","68C","43C","2669",,,,,,
4056,1403707977000,"Riding","31C","26C","73%","103.444V","0","11","11","70C","44C","2929",,,,,,
4058,1403707980000,"Riding","31C","26C","73%","103.641V","47","18","11","70C","45C","1652",,,,,,
4060,1403707983000,"Riding","31C","26C","73%","99.211V","419","144","11","69C","44C","2158",,,,,,
4062,1403707986000,"Riding","31C","26C","71%","95.956V","419","214","11","69C","44C","3183",,,,,,
4064,1403707989000,"Riding","31C","26C","71%","102.680V","0","19","11","71C","45C","3632",,,,,,
4066,1403707992000,"Riding","32C","26C","71%","103.495V","0","13","11","73C","46C","1691",,,,,,
4068,1403707995000,"Riding","32C","26C","71%","100.464V","419","109","11","71C","46C","1520",,,,,,
4070,1403707998000,"Riding","32C","26C","71%","97.235V","419","197","11","71C","46C","2803",,,,,,
4072,1403708001000,"Riding","32C","27C","69%","94.742V","391","243","11","72C","47C","3532",,,,,,
4074,1403708004000,"Riding","32C","27C","69%","95.658V","228","196","11","73C","48C","4269",,,,,,
4076,1403708007000,"Riding","32C","27C","69%","92.388V","253","275","11","74C","49C","4761",,,,,,
4078,1403708010000,"Riding","33C","27C","69%","101.834V","0","21","11","76C","51C","2816",,,,,,
4080,1403708013000,"Riding","33C","27C","69%","102.543V","0","16","11","76C","51C","1301",,,,,,
4082,1403708016000,"Riding","33C","27C","69%","98.351V","419","138","11","74C","50C","1944",,,,,,
4084,1403708019000,"Riding","33C","28C","69%","94.705V","419","228","11","75C","50C","3076",,,,,,
4086,1403708022000,"Riding","33C","28C","69%","99.433V","56","79","11","76C","51C","3721",,,,,,
4088,1403708025000,"Riding","34C","28C","69%","100.737V","0","42","11","77C","52C","3115",,,,,,
4090,1403708028000,"Riding","34C","28C","69%","101.641V","0","31","11","77C","52C","1172",,,,,,
4092,1403708031000,"Riding","34C","28C","69%","97.743V","419","151","11","76C","51C","1820",,,,,,
4094,1403708034000,"Riding","34C","28C","69%","94.064V","376","239","11","76C","51C","3115",,,,,,
4096,1403708037000,"Riding","34C","28C","67%","99.242V","0","66","11","78C","52C","3558",,,,,,
4098,1403708040000,"Riding","35C","28C","67%","100.733V","0","42","11","79C","53C","1653",,,,,,
4100,1403708043000,"Riding","35C","29C","67%","98.053V","419","129","11","78C","53C","1481",,,,,,
4102,1403708046000,"Riding","35C","29C","67%","94.856V","419","221","11","77C","53C","2637",,,,,,
4104,1403708049000,"Riding","35C","29C","65%","100.064V","0","52","11","80C","53C","2756",,,,,,
4106,1403708052000,"Riding","35C","29C","65%","93.033V","389","265","11","79C","54C","3228",,,,,,
4108,1403708055000,"Riding","35C","29C","65%","91.466V","286","271","11","79C","55C","3757",,,,,,
4110,1403708058000,"Riding","36C","29C","65%","90.081V","218","282","11","79C","55C","4081",,,,,,
4112,1403708061000,"Riding","36C","30C","65%","98.528V","0","54","11","80C","55C","3121",,,,,,
4114,1403708064000,"Riding","37C","30C","65%","99.834V","0","40","11","80C","55C","1357",,,,,,
4116,1403708067000,"Riding","37C","30C","65%","95.309V","419","175","11","78C","54C","2001",,,,,,
4118,1403708070000,"Riding","37C","30C","65%","91.224V","359","275","11","78C","54C","3117",,,,,,
4120,1403708073000,"Riding","37C","30C","65%","99.559V","0","45","11","80C","55C","1702",,,,,,
4122,1403708076000,"Riding","38C","30C","65%","99.364V","165","65","11","79C","55C","1123",,,,,,
4124,1403708079000,"Riding","38C","31C","65%","100.751V","0","33","11","78C","54C","660",,,,,,
4126,1403708082000,"Riding","37C","31C","65%","101.068V","56","31","11","77C","53C","332",,,,,,
4128,1403708085000,"Riding","37C","31C","65%","101.409V","0","26","11","75C","51C","428",,,,,,
4130,1403708088000,"Riding","37C","31C","65%","101.689V","0","22","11","74C","50C","271",,,,,,
4132,1403708091000,"Riding","37C","31C","65%","101.931V","0","22","11","72C","49C","0",,,,,,
4134,1403708094000,"Riding","37C","31C","65%","102.135V","0","20","11","71C","48C","38",,,,,,
4136,1403708097000,"Riding","37C","31C","63%","102.310V","0","18","11","70C","46C","0",,,,,,
4138,1403708100000,"Riding","37C","31C","63%","102.465V","0","18","11","69C","46C","0",,,,,,
4140,1403708103000,"Riding","37C","31C","63%","102.605V","0","17","11","69C","45C","0",,,,,,
4142,1403708106000,"Riding","36C","31C","63%","102.728V","0","15","11","68C","44C","0",,,,,,
4144,1403708109000,"Riding","36C","31C","63%","102.840V","0","15","11","67C","43C","0",,,,,,
4146,1403708112000,"Riding","36C","31C","63%","102.942V","0","14","11","67C","43C","0",,,,,,
4148,1403708115000,"Riding","36C","30C","63%","103.038V","0","14","11","66C","42C","0",,,,,,
4150,1403708118000,"Riding","36C","30C","63%","103.122V","0","14","11","66C","42C","0",,,,,,
4152,1403708121000,"Riding","36C","30C","63%","103.196V","0","13","11","65C","41C","0",,,,,,
4154,1403708124000,"Riding","35C","30C","63%","103.269V","0","13","11","65C","41C","0",,,,,,
4156,1403708127000,"Riding","35C","30C","63%","103.339V","0","13","11","65C","40C","0",,,,,,
